,movie_title,content_rating,genres,runtime,top_critic,review_content,recommended
240812,Chronicle,PG-13,"Art House & International, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",84.0,False,"While most similar high-profile projects just consist of a lot of muscly guys wielding big weapons, zooming around outer space and saying forgettable stuff, this movie actually gives audiences something to invest themselves in.",1
249405,Coco,PG,"Action & Adventure, Animation, Comedy, Kids & Family",109.0,False,"... savor the sights and sounds of this latest Pixar win, achieved in unique fashion.",1
686958,Quills,R,Drama,123.0,False,"Relentlessly smart and witheringly critical, yet morally playful to the core.",1
353954,Forgetting Sarah Marshall,R,"Comedy, Romance",112.0,True,Jason Segel has what Nicolas Cage and Gene Wilder and a precious handful of other witty actors have: The ability to make egregious humiliation and painful neediness a source of limitless mirth.,1
883684,Stomp the Yard,PG-13,Drama,114.0,True,"Dave Scott's choreography is often dynamic and imaginative, but only a true fan is going to crave this much stepping.",0
397998,Half Nelson,R,Drama,106.0,True,"Dunne [Gosling] is an enjoyable and impressive creation, justifiably recognised with an Oscar nomination for Gosling earlier this year.",1
1089676,Warm Bodies,PG-13,Comedy,98.0,False,Sometimes feels like the script doesn't quite know where it's going but has plenty of fun getting there.,1
404957,Harry Potter and the Goblet of Fire,PG-13,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",157.0,True,It seems like only yesterday the three wizardy sprigs were battling giant spiders and cracking conspiracies in the girls' toilets. That knowing comedy keeps this episode sharp.,1
196239,Bohemian Rhapsody,PG-13,Drama,135.0,False,This movie is nothing but shortcuts... It's movie karaoke.,0
299958,Don't Look Now,R,"Classics, Horror, Mystery & Suspense",110.0,True,"Don't Look Now uses the occult and the inexplicable as Henry James did: to penetrate the subconscious, to materialize phantoms from the psyche.",1
26980,Stagecoach,NR,"Action & Adventure, Classics, Drama, Western",96.0,False,Essential.,1
513430,Leave No Trace,PG,Drama,108.0,False,Leave No Trace's real power lies in how intelligently and empathetically [director Debra] Granik engages with the subject of America's marginalised people.,1
108901,Absolutely Anything,R,"Comedy, Science Fiction & Fantasy, Romance",85.0,True,"Decades in the making, Monty Python vet Terry Jones' lame sci-fi satire squanders the contributions of top comic talents - including the late Robin Williams.",0
75866,Tyson,R,"Documentary, Sports & Fitness",90.0,False,"Toback's ""documentary"" is a one-man show: Tyson is the only interview. But what prevents it from turning into hagiography is the subject's talent for devastating self-exposure.",1
827340,Smiley,R,Horror,95.0,False,"While it's easy to appreciate Gallagher tackling the fruitful subject of Internet urban legends...it's a scratch on the surface. Maybe he's just looking to get the ball rolling, but Smiley is likely to be buried in the bargain bin.",0
226996,Casa de mi padre,R,"Art House & International, Comedy",84.0,False,How strange is this movie? The scene in which Ferrell's character is visited by a talking white lion and escorted into a Fellini-esque dream sequence was the one time I felt I was in familiar Ferrell territory.,1
182591,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),R,Action & Adventure,109.0,False,A lower-key DCEU movie is a fine idea. One that commits to Harley's all-out crazy world would be even better.,1
661616,Pope Francis - A Man of His Word,PG,Documentary,96.0,False,"The current pope's views, sense of humor, and magnetism are on display in Wim Wenders' documentary.",1
529407,Loco Love,PG,"Comedy, Romance",94.0,True,"With about as much flavor as iceberg lettuce, the movie really doesn't offer enough to get worked up about.",0
828103,Smurfs: The Lost Village,PG,"Animation, Comedy, Kids & Family",91.0,False,The colors and the movement were amazing.,1
729046,The Road To Guantanamo,R,"Documentary, Drama",95.0,False,Director Michael Winterbottom brings us face-to-face with the national humiliation of Guantanamo prison where the Geneva Convention and legal protocol have been disposed of like the now-filthy rivers of our country.,1
125525,Amazing Grace,G,"Documentary, Musical & Performing Arts",87.0,False,"A simple, but expertly assembled gem.",1
313494,Edie,NR,Drama,102.0,False,"A clumsy dramedy that doesn't discern the emotional gravity behind Edie's boiling impulse to take back her own life, let alone the precarious escapade she decides to embark on.",0
271322,The Dangerous Lives of Altar Boys,R,Drama,105.0,False,A fairly formulaic '70s-set coming-of-age tale that's ultimately distinguished by the passion of its makers and players.,1
160170,Balls of Fury,PG-13,"Action & Adventure, Comedy",90.0,False,"Try as he might, Director Garant cannot bring a winning performance out of this summertime silliness. Ping pong remains in disfavor as of the dog days of August.",0
356006,Fracture,R,"Drama, Mystery & Suspense",113.0,False,"Watching Ryan Gosling work through Fracture, the Method actor seeking out the filigree in a genre picture, is a strangely satisfying movie experience.",1
598124,My Best Friend's Wedding,PG-13,"Comedy, Romance",105.0,True,"Every once in a long while, along comes a refreshing change like My Best Friend's Wedding, a movie whose appeal rests largely on its knack for defying our expectations by riffing off, even undermining, a familiar genre.",1
894902,Suicide Squad,PG-13,Action & Adventure,123.0,False,Suicide Squad is the most miserable time I've had at the movies in my life.,0
251798,Colette,R,Drama,111.0,False,My suggestion is: save your ticket money and read Colette's biography instead.,0
477183,Joker,R,"Action & Adventure, Drama, Mystery & Suspense",122.0,True,It's nothing less (and nothing more) than an agent of unbridled chaos.,0
207756,Bridget Jones's Baby,R,"Comedy, Romance",122.0,False,"If her character has failed to grow any wiser or more interesting, Zellweger still delivers her with enough charm to carry the film over the finish line.",1
699974,Ready Player One,PG-13,"Action & Adventure, Science Fiction & Fantasy",140.0,False,"It's vibrant, it's colorful, and it was a lot of fun...this movie is all about the celebration of geek culture.",1
593858,Much Ado About Nothing,PG-13,Comedy,109.0,False,"Simply put, Much Ado About Nothing is a masterpiece. A heartfelt, beautiful, affecting masterpiece.",1
377253,Gladiator,R,"Action & Adventure, Classics, Drama",154.0,False,"The sheer dynamism of the action, coupled with Hans Zimmer's lavish score and the forcefield of Crowe, still makes this a fiercesome competitor in the summer movie stakes.",1
966922,The Heat,R,Comedy,117.0,False,"There's no getting away from the fact that The Heat is lightweight and derivative, but its formulas have been freshened just enough to make it fun. With Melissa McCarthy and Sandra Bullock on board, that's enough.",1
133812,Anchorman 2: The Legend Continues,PG-13,Comedy,119.0,True,"The movie cleverly spoofs the 24-hour TV news cycle, as well as sexism and racism in the workplace. Not every scene is equally funny, of course, but most of the comic antics generate laughs.",1
203752,The Brave One,R,"Action & Adventure, Drama, Mystery & Suspense",122.0,False,"You know what would be brave? Making an unflinching film about a difficult-to-tackle topic and complex characters, and sticking to your message, damn the torpedoes.",0
937881,The Choice,PG-13,"Drama, Romance",111.0,False,There's little doubt that The Choice contains many of the elements generally associated with Sparks' endeavors...,1
308216,The Dukes of Hazzard,PG-13,"Action & Adventure, Comedy",105.0,False,"Filming Jessica Simpson's *** is easy, but the car was always the real selling point of the show and it's no different here.",1
688141,Rabbit-Proof Fence,PG,"Action & Adventure, Drama",94.0,False,A journey representing a people's unbreakable spirit.,1
322054,Equalizer 2,R,"Action & Adventure, Mystery & Suspense",121.0,False,The movie is a bog; Washington's merely wading through it.,0
502029,The Legend of the Chupacabras (La Leyenda del Chupacabras),PG,"Action & Adventure, Animation, Horror, Kids & Family",81.0,False,I suspect most children will find many frightening moments in this dark (both dramatically and visually) tale.,0
177767,Beyond the Mat,R,"Documentary, Special Interest, Sports & Fitness",102.0,True,"Beyond the Mat transcends its subject, pro wrestling, to become a wrenching, sobering, emotional glimpse at the lives of some men trapped by the aging process.",1
407648,He Named Me Malala,PG-13,Documentary,87.0,True,He Named Me Malala suffers from a lack of dramatic tension throughout.,0
630054,Open Range,R,"Action & Adventure, Drama, Western",138.0,False,"[Costner] seems obsessed with stretching the straightforward theme of disenfranchisement into an epic odyssey; it worked in Dances with Wolves, but here there's not enough meat on the spit.",0
60282,The Ringer,PG-13,Comedy,94.0,True,The Ringer is caught between a rock and a soft place. The result of being torn between here and there is being stuck nowhere.,0
606741,Neon Bull (Boi Neon),NR,"Art House & International, Drama",103.0,True,"Mascaro's film is an auspicious, original, and absorbing work that thrills with its look into this little-seen world and the dreamers that inhabit it.",1
1100305,When Marnie Was There,PG,"Animation, Drama",103.0,False,"There's sweetness in When Marnie Was There, and a fitting dedication from a young protégé to the craft Studio Ghibli held above all: the act of finding freedom through art.",1
114636,Against the Ropes,PG-13,Drama,111.0,False,"I hate to keep harping on Meg Ryan, but seriously, Meg Ryan, when are you going to be in a good movie?",0
167882,Beau Geste,PG,"Action & Adventure, Classics, Drama",114.0,False,First rate adventure film,1
813369,Sin City,R,"Action & Adventure, Drama, Mystery & Suspense",124.0,True,"Once the novelty of its considerable razzle-dazzle wears off, the film just sits there, because Rodriguez has made one simple, but fatal, mistake: As cinematic as they are, Miller's graphic novels aren't movies.",0
781833,Serpico,R,"Classics, Drama, Mystery & Suspense",129.0,False,Lumet and screenwriters Waldo Salt and Norman Wexler can't do anything but skim rapidly over the surface of their tale.,0
880797,Steve Jobs,R,Drama,121.0,False,Will these people ever shut up? Jobs film is hijacked by Aaron Sorkin screenplay.,0
706390,Red Joan,R,"Drama, Mystery & Suspense",110.0,False,"By the end, the movie is so embellished with movie clichés that it resembles the true story less than it does every other movie that's come before.",0
29880,Mata Hari,NR,"Action & Adventure, Classics, Drama, Mystery & Suspense, Romance",91.0,False,Not Garbo's greatest but it has a curious charm.,1
1050511,Trading Places,R,Comedy,116.0,False,Preposterous lighthearted one-joke comedy.,0
482046,Jumper,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",88.0,False,"A better filmmaker would have given the material some kind of vertiginous rhythm, yet Liman just plods humorlessly, flavorlessly.",0
