ShapeName,Profile,Midcurve,Profile_brep,Midcurve_brep
I_rotated_5,"[[4.55, 5.42], [9.53, 5.85], [8.22, 20.8], [3.24, 20.36]]","[[7.04, 5.63], [5.73, 20.58]]","{""Points"": [[4.55, 5.42], [9.53, 5.85], [8.22, 20.8], [3.24, 20.36]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[7.04, 5.63], [5.73, 20.58]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_5,"[[4.55, 5.42], [9.53, 5.85], [7.35, 30.76], [32.25, 32.94], [31.82, 37.92], [1.93, 35.3]]","[[7.04, 5.63], [4.64, 33.03], [32.03, 35.43]]","{""Points"": [[4.55, 5.42], [9.53, 5.85], [7.35, 30.76], [32.25, 32.94], [31.82, 37.92], [1.93, 35.3]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[7.04, 5.63], [4.64, 33.03], [32.03, 35.43]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_5,"[[-2.18, 24.9], [7.78, 25.78], [6.04, 45.7], [11.02, 46.14], [12.76, 26.21], [22.73, 27.08], [23.16, 22.1], [13.2, 21.23], [14.94, 1.31], [9.96, 0.87], [8.22, 20.8], [-1.74, 19.92]]","[[12.45, 1.09], [10.49, 23.5], [8.53, 45.92], [-1.96, 22.41], [22.94, 24.59]]","{""Points"": [[-2.18, 24.9], [7.78, 25.78], [6.04, 45.7], [11.02, 46.14], [12.76, 26.21], [22.73, 27.08], [23.16, 22.1], [13.2, 21.23], [14.94, 1.31], [9.96, 0.87], [8.22, 20.8], [-1.74, 19.92]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[12.45, 1.09], [10.49, 23.5], [8.53, 45.92], [-1.96, 22.41], [22.94, 24.59]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_5,"[[-2.18, 24.9], [22.73, 27.08], [23.16, 22.1], [13.2, 21.23], [14.94, 1.31], [9.96, 0.87], [8.22, 20.8], [-1.74, 19.92]]","[[12.45, 1.09], [10.49, 23.5], [22.94, 24.59], [-1.96, 22.41]]","{""Points"": [[-2.18, 24.9], [22.73, 27.08], [23.16, 22.1], [13.2, 21.23], [14.94, 1.31], [9.96, 0.87], [8.22, 20.8], [-1.74, 19.92]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[12.45, 1.09], [10.49, 23.5], [22.94, 24.59], [-1.96, 22.41]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_6,"[[4.45, 5.5], [9.42, 6.02], [7.85, 20.94], [2.88, 20.41]]","[[6.94, 5.76], [5.37, 20.67]]","{""Points"": [[4.45, 5.5], [9.42, 6.02], [7.85, 20.94], [2.88, 20.41]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[6.94, 5.76], [5.37, 20.67]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_6,"[[4.45, 5.5], [9.42, 6.02], [6.81, 30.88], [31.67, 33.49], [31.15, 38.47], [1.31, 35.33]]","[[6.94, 5.76], [4.06, 33.11], [31.41, 35.98]]","{""Points"": [[4.45, 5.5], [9.42, 6.02], [6.81, 30.88], [31.67, 33.49], [31.15, 38.47], [1.31, 35.33]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[6.94, 5.76], [4.06, 33.11], [31.41, 35.98]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_6,"[[-2.61, 24.86], [7.33, 25.91], [5.24, 45.8], [10.21, 46.32], [12.3, 26.43], [22.25, 27.48], [22.77, 22.5], [12.83, 21.46], [14.92, 1.57], [9.95, 1.05], [7.85, 20.94], [-2.09, 19.89]]","[[12.43, 1.31], [10.08, 23.68], [7.73, 46.06], [-2.35, 22.38], [22.51, 24.99]]","{""Points"": [[-2.61, 24.86], [7.33, 25.91], [5.24, 45.8], [10.21, 46.32], [12.3, 26.43], [22.25, 27.48], [22.77, 22.5], [12.83, 21.46], [14.92, 1.57], [9.95, 1.05], [7.85, 20.94], [-2.09, 19.89]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[12.43, 1.31], [10.08, 23.68], [7.73, 46.06], [-2.35, 22.38], [22.51, 24.99]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_6,"[[-2.61, 24.86], [22.25, 27.48], [22.77, 22.5], [12.83, 21.46], [14.92, 1.57], [9.95, 1.05], [7.85, 20.94], [-2.09, 19.89]]","[[12.43, 1.31], [10.08, 23.68], [22.51, 24.99], [-2.35, 22.38]]","{""Points"": [[-2.61, 24.86], [22.25, 27.48], [22.77, 22.5], [12.83, 21.46], [14.92, 1.57], [9.95, 1.05], [7.85, 20.94], [-2.09, 19.89]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[12.43, 1.31], [10.08, 23.68], [22.51, 24.99], [-2.35, 22.38]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_7,"[[4.35, 5.57], [9.32, 6.18], [7.49, 21.07], [2.53, 20.46]]","[[6.83, 5.88], [5.01, 20.76]]","{""Points"": [[4.35, 5.57], [9.32, 6.18], [7.49, 21.07], [2.53, 20.46]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[6.83, 5.88], [5.01, 20.76]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_7,"[[4.35, 5.57], [9.32, 6.18], [6.27, 31.0], [31.08, 34.04], [30.47, 39.0], [0.7, 35.35]]","[[6.83, 5.88], [3.48, 33.17], [30.78, 36.52]]","{""Points"": [[4.35, 5.57], [9.32, 6.18], [6.27, 31.0], [31.08, 34.04], [30.47, 39.0], [0.7, 35.35]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[6.83, 5.88], [3.48, 33.17], [30.78, 36.52]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_7,"[[-3.05, 24.81], [6.88, 26.03], [4.44, 45.88], [9.4, 46.49], [11.84, 26.64], [21.77, 27.86], [22.38, 22.9], [12.45, 21.68], [14.89, 1.83], [9.93, 1.22], [7.49, 21.07], [-2.44, 19.85]]","[[12.41, 1.52], [9.66, 23.86], [6.92, 46.19], [-2.74, 22.33], [22.07, 25.38]]","{""Points"": [[-3.05, 24.81], [6.88, 26.03], [4.44, 45.88], [9.4, 46.49], [11.84, 26.64], [21.77, 27.86], [22.38, 22.9], [12.45, 21.68], [14.89, 1.83], [9.93, 1.22], [7.49, 21.07], [-2.44, 19.85]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[12.41, 1.52], [9.66, 23.86], [6.92, 46.19], [-2.74, 22.33], [22.07, 25.38]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_7,"[[-3.05, 24.81], [21.77, 27.86], [22.38, 22.9], [12.45, 21.68], [14.89, 1.83], [9.93, 1.22], [7.49, 21.07], [-2.44, 19.85]]","[[12.41, 1.52], [9.66, 23.86], [22.07, 25.38], [-2.74, 22.33]]","{""Points"": [[-3.05, 24.81], [21.77, 27.86], [22.38, 22.9], [12.45, 21.68], [14.89, 1.83], [9.93, 1.22], [7.49, 21.07], [-2.44, 19.85]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[12.41, 1.52], [9.66, 23.86], [22.07, 25.38], [-2.74, 22.33]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_8,"[[4.26, 5.65], [9.21, 6.34], [7.12, 21.2], [2.17, 20.5]]","[[6.73, 6.0], [4.64, 20.85]]","{""Points"": [[4.26, 5.65], [9.21, 6.34], [7.12, 21.2], [2.17, 20.5]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[6.73, 6.0], [4.64, 20.85]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_8,"[[4.26, 5.65], [9.21, 6.34], [5.73, 31.1], [30.48, 34.58], [29.79, 39.53], [0.08, 35.36]]","[[6.73, 6.0], [2.9, 33.23], [30.14, 37.05]]","{""Points"": [[4.26, 5.65], [9.21, 6.34], [5.73, 31.1], [30.48, 34.58], [29.79, 39.53], [0.08, 35.36]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[6.73, 6.0], [2.9, 33.23], [30.14, 37.05]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_8,"[[-3.48, 24.76], [6.42, 26.15], [3.64, 45.95], [8.59, 46.65], [11.37, 26.84], [21.28, 28.24], [21.97, 23.28], [12.07, 21.89], [14.85, 2.09], [9.9, 1.39], [7.12, 21.2], [-2.78, 19.81]]","[[12.38, 1.74], [9.25, 24.02], [6.12, 46.3], [-3.13, 22.28], [21.63, 25.76]]","{""Points"": [[-3.48, 24.76], [6.42, 26.15], [3.64, 45.95], [8.59, 46.65], [11.37, 26.84], [21.28, 28.24], [21.97, 23.28], [12.07, 21.89], [14.85, 2.09], [9.9, 1.39], [7.12, 21.2], [-2.78, 19.81]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[12.38, 1.74], [9.25, 24.02], [6.12, 46.3], [-3.13, 22.28], [21.63, 25.76]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_8,"[[-3.48, 24.76], [21.28, 28.24], [21.97, 23.28], [12.07, 21.89], [14.85, 2.09], [9.9, 1.39], [7.12, 21.2], [-2.78, 19.81]]","[[12.38, 1.74], [9.25, 24.02], [21.63, 25.76], [-3.13, 22.28]]","{""Points"": [[-3.48, 24.76], [21.28, 28.24], [21.97, 23.28], [12.07, 21.89], [14.85, 2.09], [9.9, 1.39], [7.12, 21.2], [-2.78, 19.81]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[12.38, 1.74], [9.25, 24.02], [21.63, 25.76], [-3.13, 22.28]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_9,"[[4.16, 5.72], [9.09, 6.5], [6.75, 21.32], [1.81, 20.54]]","[[6.63, 6.11], [4.28, 20.93]]","{""Points"": [[4.16, 5.72], [9.09, 6.5], [6.75, 21.32], [1.81, 20.54]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[6.63, 6.11], [4.28, 20.93]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_9,"[[4.16, 5.72], [9.09, 6.5], [5.18, 31.19], [29.88, 35.11], [29.09, 40.04], [-0.54, 35.35]]","[[6.63, 6.11], [2.32, 33.27], [29.48, 37.58]]","{""Points"": [[4.16, 5.72], [9.09, 6.5], [5.18, 31.19], [29.88, 35.11], [29.09, 40.04], [-0.54, 35.35]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[6.63, 6.11], [2.32, 33.27], [29.48, 37.58]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_9,"[[-3.91, 24.69], [5.97, 26.26], [2.84, 46.01], [7.78, 46.79], [10.9, 27.04], [20.78, 28.6], [21.56, 23.66], [11.69, 22.1], [14.82, 2.35], [9.88, 1.56], [6.75, 21.32], [-3.13, 19.75]]","[[12.35, 1.96], [8.83, 24.18], [5.31, 46.4], [-3.52, 22.22], [21.17, 26.13]]","{""Points"": [[-3.91, 24.69], [5.97, 26.26], [2.84, 46.01], [7.78, 46.79], [10.9, 27.04], [20.78, 28.6], [21.56, 23.66], [11.69, 22.1], [14.82, 2.35], [9.88, 1.56], [6.75, 21.32], [-3.13, 19.75]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[12.35, 1.96], [8.83, 24.18], [5.31, 46.4], [-3.52, 22.22], [21.17, 26.13]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_9,"[[-3.91, 24.69], [20.78, 28.6], [21.56, 23.66], [11.69, 22.1], [14.82, 2.35], [9.88, 1.56], [6.75, 21.32], [-3.13, 19.75]]","[[12.35, 1.96], [8.83, 24.18], [21.17, 26.13], [-3.52, 22.22]]","{""Points"": [[-3.91, 24.69], [20.78, 28.6], [21.56, 23.66], [11.69, 22.1], [14.82, 2.35], [9.88, 1.56], [6.75, 21.32], [-3.13, 19.75]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[12.35, 1.96], [8.83, 24.18], [21.17, 26.13], [-3.52, 22.22]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_10,"[[4.06, 5.79], [8.98, 6.66], [6.38, 21.43], [1.45, 20.56]]","[[6.52, 6.23], [3.91, 21.0]]","{""Points"": [[4.06, 5.79], [8.98, 6.66], [6.38, 21.43], [1.45, 20.56]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[6.52, 6.23], [3.91, 21.0]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_10,"[[4.06, 5.79], [8.98, 6.66], [4.64, 31.28], [29.26, 35.62], [28.39, 40.55], [-1.15, 35.34]]","[[6.52, 6.23], [1.74, 33.31], [28.82, 38.08]]","{""Points"": [[4.06, 5.79], [8.98, 6.66], [4.64, 31.28], [29.26, 35.62], [28.39, 40.55], [-1.15, 35.34]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[6.52, 6.23], [1.74, 33.31], [28.82, 38.08]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_10,"[[-4.34, 24.62], [5.51, 26.36], [2.03, 46.05], [6.96, 46.92], [10.43, 27.22], [20.28, 28.96], [21.15, 24.04], [11.3, 22.3], [14.77, 2.6], [9.85, 1.74], [6.38, 21.43], [-3.47, 19.7]]","[[12.31, 2.17], [8.4, 24.33], [4.5, 46.49], [-3.91, 22.16], [20.71, 26.5]]","{""Points"": [[-4.34, 24.62], [5.51, 26.36], [2.03, 46.05], [6.96, 46.92], [10.43, 27.22], [20.28, 28.96], [21.15, 24.04], [11.3, 22.3], [14.77, 2.6], [9.85, 1.74], [6.38, 21.43], [-3.47, 19.7]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[12.31, 2.17], [8.4, 24.33], [4.5, 46.49], [-3.91, 22.16], [20.71, 26.5]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_10,"[[-4.34, 24.62], [20.28, 28.96], [21.15, 24.04], [11.3, 22.3], [14.77, 2.6], [9.85, 1.74], [6.38, 21.43], [-3.47, 19.7]]","[[12.31, 2.17], [8.4, 24.33], [20.71, 26.5], [-3.91, 22.16]]","{""Points"": [[-4.34, 24.62], [20.28, 28.96], [21.15, 24.04], [11.3, 22.3], [14.77, 2.6], [9.85, 1.74], [6.38, 21.43], [-3.47, 19.7]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[12.31, 2.17], [8.4, 24.33], [20.71, 26.5], [-3.91, 22.16]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_11,"[[3.95, 5.86], [8.86, 6.82], [6.0, 21.54], [1.09, 20.59]]","[[6.41, 6.34], [3.55, 21.06]]","{""Points"": [[3.95, 5.86], [8.86, 6.82], [6.0, 21.54], [1.09, 20.59]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[6.41, 6.34], [3.55, 21.06]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_11,"[[3.95, 5.86], [8.86, 6.82], [4.09, 31.36], [28.63, 36.13], [27.68, 41.04], [-1.77, 35.31]]","[[6.41, 6.34], [1.16, 33.33], [28.16, 38.58]]","{""Points"": [[3.95, 5.86], [8.86, 6.82], [4.09, 31.36], [28.63, 36.13], [27.68, 41.04], [-1.77, 35.31]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[6.41, 6.34], [1.16, 33.33], [28.16, 38.58]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_11,"[[-4.77, 24.54], [5.05, 26.45], [1.23, 46.08], [6.14, 47.04], [9.95, 27.4], [19.77, 29.31], [20.72, 24.4], [10.91, 22.49], [14.72, 2.86], [9.82, 1.91], [6.0, 21.54], [-3.82, 19.63]]","[[12.27, 2.39], [7.98, 24.47], [3.68, 46.56], [-4.29, 22.09], [20.25, 26.86]]","{""Points"": [[-4.77, 24.54], [5.05, 26.45], [1.23, 46.08], [6.14, 47.04], [9.95, 27.4], [19.77, 29.31], [20.72, 24.4], [10.91, 22.49], [14.72, 2.86], [9.82, 1.91], [6.0, 21.54], [-3.82, 19.63]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[12.27, 2.39], [7.98, 24.47], [3.68, 46.56], [-4.29, 22.09], [20.25, 26.86]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_11,"[[-4.77, 24.54], [19.77, 29.31], [20.72, 24.4], [10.91, 22.49], [14.72, 2.86], [9.82, 1.91], [6.0, 21.54], [-3.82, 19.63]]","[[12.27, 2.39], [7.98, 24.47], [20.25, 26.86], [-4.29, 22.09]]","{""Points"": [[-4.77, 24.54], [19.77, 29.31], [20.72, 24.4], [10.91, 22.49], [14.72, 2.86], [9.82, 1.91], [6.0, 21.54], [-3.82, 19.63]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[12.27, 2.39], [7.98, 24.47], [20.25, 26.86], [-4.29, 22.09]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_12,"[[3.85, 5.93], [8.74, 6.97], [5.62, 21.64], [0.73, 20.6]]","[[6.3, 6.45], [3.18, 21.12]]","{""Points"": [[3.85, 5.93], [8.74, 6.97], [5.62, 21.64], [0.73, 20.6]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[6.3, 6.45], [3.18, 21.12]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_12,"[[3.85, 5.93], [8.74, 6.97], [3.54, 31.42], [28.0, 36.62], [26.96, 41.51], [-2.39, 35.27]]","[[6.3, 6.45], [0.58, 33.35], [27.48, 39.07]]","{""Points"": [[3.85, 5.93], [8.74, 6.97], [3.54, 31.42], [28.0, 36.62], [26.96, 41.51], [-2.39, 35.27]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[6.3, 6.45], [0.58, 33.35], [27.48, 39.07]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_12,"[[-5.2, 24.45], [4.58, 26.53], [0.43, 46.1], [5.32, 47.14], [9.47, 27.57], [19.26, 29.65], [20.3, 24.76], [10.51, 22.68], [14.67, 3.12], [9.78, 2.08], [5.62, 21.64], [-4.16, 19.56]]","[[12.23, 2.6], [7.55, 24.61], [2.87, 46.62], [-4.68, 22.01], [19.78, 27.21]]","{""Points"": [[-5.2, 24.45], [4.58, 26.53], [0.43, 46.1], [5.32, 47.14], [9.47, 27.57], [19.26, 29.65], [20.3, 24.76], [10.51, 22.68], [14.67, 3.12], [9.78, 2.08], [5.62, 21.64], [-4.16, 19.56]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[12.23, 2.6], [7.55, 24.61], [2.87, 46.62], [-4.68, 22.01], [19.78, 27.21]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_12,"[[-5.2, 24.45], [19.26, 29.65], [20.3, 24.76], [10.51, 22.68], [14.67, 3.12], [9.78, 2.08], [5.62, 21.64], [-4.16, 19.56]]","[[12.23, 2.6], [7.55, 24.61], [19.78, 27.21], [-4.68, 22.01]]","{""Points"": [[-5.2, 24.45], [19.26, 29.65], [20.3, 24.76], [10.51, 22.68], [14.67, 3.12], [9.78, 2.08], [5.62, 21.64], [-4.16, 19.56]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[12.23, 2.6], [7.55, 24.61], [19.78, 27.21], [-4.68, 22.01]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_13,"[[3.75, 6.0], [8.62, 7.12], [5.24, 21.74], [0.37, 20.61]]","[[6.18, 6.56], [2.81, 21.17]]","{""Points"": [[3.75, 6.0], [8.62, 7.12], [5.24, 21.74], [0.37, 20.61]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[6.18, 6.56], [2.81, 21.17]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_13,"[[3.75, 6.0], [8.62, 7.12], [3.0, 31.48], [27.35, 37.1], [26.23, 41.98], [-3.0, 35.23]]","[[6.18, 6.56], [-0.0, 33.35], [26.79, 39.54]]","{""Points"": [[3.75, 6.0], [8.62, 7.12], [3.0, 31.48], [27.35, 37.1], [26.23, 41.98], [-3.0, 35.23]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[6.18, 6.56], [-0.0, 33.35], [26.79, 39.54]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_13,"[[-5.62, 24.36], [4.12, 26.61], [-0.38, 46.1], [4.49, 47.22], [8.99, 27.73], [18.74, 29.98], [19.86, 25.11], [10.12, 22.86], [14.62, 3.37], [9.74, 2.25], [5.24, 21.74], [-4.5, 19.49]]","[[12.18, 2.81], [7.12, 24.74], [2.06, 46.66], [-5.06, 21.92], [19.3, 27.55]]","{""Points"": [[-5.62, 24.36], [4.12, 26.61], [-0.38, 46.1], [4.49, 47.22], [8.99, 27.73], [18.74, 29.98], [19.86, 25.11], [10.12, 22.86], [14.62, 3.37], [9.74, 2.25], [5.24, 21.74], [-4.5, 19.49]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[12.18, 2.81], [7.12, 24.74], [2.06, 46.66], [-5.06, 21.92], [19.3, 27.55]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_13,"[[-5.62, 24.36], [18.74, 29.98], [19.86, 25.11], [10.12, 22.86], [14.62, 3.37], [9.74, 2.25], [5.24, 21.74], [-4.5, 19.49]]","[[12.18, 2.81], [7.12, 24.74], [19.3, 27.55], [-5.06, 21.92]]","{""Points"": [[-5.62, 24.36], [18.74, 29.98], [19.86, 25.11], [10.12, 22.86], [14.62, 3.37], [9.74, 2.25], [5.24, 21.74], [-4.5, 19.49]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[12.18, 2.81], [7.12, 24.74], [19.3, 27.55], [-5.06, 21.92]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
