"","age","type_employer","fnlwgt","education","education_num","marital","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_week","country","income"
"215",54,"Self-emp-inc",125417,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
"216",37,"Private",635913,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,60,"United-States",">50K"
"217",50,"Private",313321,"Assoc-acdm",12,"Divorced","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"218",38,"Private",182609,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"Poland","<=50K"
"219",45,"Private",109434,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States","<=50K"
"220",25,"Private",255004,"10th",6,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"221",31,"Private",197860,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
"222",64,"?",187656,"1st-4th",2,"Divorced","?","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"223",90,"Private",51744,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Male",0,2206,40,"United-States","<=50K"
"224",54,"Private",176681,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,20,"United-States","<=50K"
"225",53,"Local-gov",140359,"Preschool",1,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"226",18,"Private",243313,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
"227",60,"?",24215,"10th",6,"Divorced","?","Not-in-family","Amer-Indian-Eskimo","Female",0,0,10,"United-States","<=50K"
"228",66,"Self-emp-not-inc",167687,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",1409,0,50,"United-States","<=50K"
"229",75,"Private",314209,"Assoc-voc",11,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,20,"Columbia","<=50K"
"230",65,"Private",176796,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"231",35,"Private",538583,"11th",7,"Separated","Transport-moving","Not-in-family","Black","Male",3674,0,40,"United-States","<=50K"
"232",41,"Private",130408,"HS-grad",9,"Divorced","Sales","Unmarried","Black","Female",0,0,38,"United-States","<=50K"
"233",25,"Private",159732,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,42,"United-States","<=50K"
"234",33,"Private",110978,"Some-college",10,"Divorced","Craft-repair","Other-relative","Other","Female",0,0,40,"United-States","<=50K"
"235",28,"Private",76714,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,55,"United-States",">50K"
"236",59,"State-gov",268700,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
"237",40,"State-gov",170525,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
"238",41,"Private",180138,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"Iran",">50K"
"239",38,"Local-gov",115076,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States",">50K"
"240",23,"Private",115458,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
"241",40,"Private",347890,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"242",41,"Self-emp-not-inc",196001,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,20,"United-States","<=50K"
"243",24,"State-gov",273905,"Assoc-acdm",12,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,50,"United-States","<=50K"
"244",20,"?",119156,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,20,"United-States","<=50K"
"245",38,"Private",179488,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,1741,40,"United-States","<=50K"
"246",56,"Private",203580,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,35,"?","<=50K"
"247",58,"Private",236596,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States",">50K"
"248",32,"Private",183916,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,34,"United-States","<=50K"
"249",40,"Private",207578,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1977,60,"United-States",">50K"
"250",45,"Private",153141,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"?","<=50K"
"251",41,"Private",112763,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
"252",42,"Private",390781,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,40,"United-States","<=50K"
"253",59,"Local-gov",171328,"10th",6,"Widowed","Other-service","Unmarried","Black","Female",0,0,30,"United-States","<=50K"
"254",19,"Local-gov",27382,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
"255",58,"Private",259014,"Some-college",10,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
"256",42,"Self-emp-not-inc",303044,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","Asian-Pac-Islander","Male",0,0,40,"Cambodia",">50K"
"257",20,"Private",117789,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
"258",32,"Private",172579,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
"259",45,"Private",187666,"Assoc-voc",11,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"260",50,"Private",204518,"7th-8th",4,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"261",36,"Private",150042,"Bachelors",13,"Divorced","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
"262",45,"Private",98092,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
"263",17,"Private",245918,"11th",7,"Never-married","Other-service","Own-child","White","Male",0,0,12,"United-States","<=50K"
"264",59,"Private",146013,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",4064,0,40,"United-States","<=50K"
"265",26,"Private",378322,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"266",37,"Self-emp-inc",257295,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,75,"Thailand",">50K"
"267",19,"?",218956,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,24,"Canada","<=50K"
"268",64,"Private",21174,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"269",33,"Private",185480,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"270",33,"Private",222205,"HS-grad",9,"Married-civ-spouse","Craft-repair","Wife","White","Female",0,0,40,"United-States",">50K"
"271",61,"Private",69867,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"272",17,"Private",191260,"9th",5,"Never-married","Other-service","Own-child","White","Male",1055,0,24,"United-States","<=50K"
"273",50,"Self-emp-not-inc",30653,"Masters",14,"Married-civ-spouse","Farming-fishing","Husband","White","Male",2407,0,98,"United-States","<=50K"
"274",27,"Local-gov",209109,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Male",0,0,35,"United-States","<=50K"
"275",30,"Private",70377,"HS-grad",9,"Divorced","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
"276",43,"Private",477983,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","<=50K"
"277",44,"Private",170924,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,40,"United-States",">50K"
"278",35,"Private",190174,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"279",25,"Private",193787,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K"
"280",24,"Private",279472,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",7298,0,48,"United-States",">50K"
"281",22,"Private",34918,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,15,"Germany","<=50K"
"282",42,"Local-gov",97688,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",5178,0,40,"United-States",">50K"
"283",34,"Private",175413,"Assoc-acdm",12,"Divorced","Sales","Unmarried","Black","Female",0,0,45,"United-States","<=50K"
"284",60,"Private",173960,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,42,"United-States","<=50K"
"285",21,"Private",205759,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
"286",57,"Federal-gov",425161,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,40,"United-States",">50K"
"287",41,"Private",220531,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"288",50,"Private",176609,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"289",25,"Private",371987,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"290",50,"Private",193884,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Ecuador","<=50K"
"291",36,"Private",200352,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
"292",31,"Private",127595,"HS-grad",9,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"293",29,"Local-gov",220419,"Bachelors",13,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,56,"United-States","<=50K"
"294",21,"Private",231931,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,45,"United-States","<=50K"
"295",27,"Private",248402,"Bachelors",13,"Never-married","Tech-support","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"296",65,"Private",111095,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,16,"United-States","<=50K"
"297",37,"Self-emp-inc",57424,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
"298",39,"?",157443,"Masters",14,"Married-civ-spouse","?","Wife","Asian-Pac-Islander","Female",3464,0,40,"?","<=50K"
"299",24,"Private",278130,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"300",38,"Private",169469,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,0,80,"United-States","<=50K"
"301",48,"Private",146268,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7688,0,40,"United-States",">50K"
"302",21,"Private",153718,"Some-college",10,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,25,"United-States","<=50K"
"303",31,"Private",217460,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States",">50K"
"304",55,"Private",238638,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",4386,0,40,"United-States",">50K"
"305",24,"Private",303296,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,0,40,"Laos","<=50K"
"306",43,"Private",173321,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"307",26,"Private",193945,"Assoc-acdm",12,"Never-married","Tech-support","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"308",46,"Private",83082,"Assoc-acdm",12,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,33,"United-States","<=50K"
"309",35,"Private",193815,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
"310",41,"Self-emp-inc",34987,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,54,"United-States",">50K"
"311",26,"Private",59306,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"312",34,"Private",142897,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",7298,0,35,"Taiwan",">50K"
"313",19,"?",860348,"Some-college",10,"Never-married","?","Own-child","Black","Female",0,0,25,"United-States","<=50K"
"314",36,"Self-emp-not-inc",205607,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States",">50K"
"315",22,"Private",199698,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,15,"United-States","<=50K"
"316",24,"Private",191954,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"317",77,"Self-emp-not-inc",138714,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"318",22,"Private",399087,"5th-6th",3,"Married-civ-spouse","Machine-op-inspct","Other-relative","White","Female",0,0,40,"Mexico","<=50K"
"319",29,"Private",423158,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"320",62,"Private",159841,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,24,"United-States","<=50K"
"321",39,"Self-emp-not-inc",174308,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"322",43,"Private",50356,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1485,50,"United-States","<=50K"
"323",35,"Private",186110,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"324",29,"Private",200381,"11th",7,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"325",76,"Self-emp-not-inc",174309,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,10,"United-States","<=50K"
"326",63,"Self-emp-not-inc",78383,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States","<=50K"
"327",23,"?",211601,"Assoc-voc",11,"Never-married","?","Own-child","Black","Female",0,0,15,"United-States","<=50K"
"328",43,"Private",187728,"Some-college",10,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1887,50,"United-States",">50K"
"329",58,"Self-emp-not-inc",321171,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
"330",66,"Private",127921,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",2050,0,55,"United-States","<=50K"
"331",41,"Private",206565,"Some-college",10,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,45,"United-States","<=50K"
"332",26,"Private",224563,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"333",47,"Private",178686,"Assoc-voc",11,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"334",55,"Local-gov",98545,"10th",6,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
"335",53,"Private",242606,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
"336",17,"Private",270942,"5th-6th",3,"Never-married","Other-service","Other-relative","White","Male",0,0,48,"Mexico","<=50K"
"337",30,"Private",94235,"HS-grad",9,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United-States","<=50K"
"338",49,"Private",71195,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
"339",19,"Private",104112,"HS-grad",9,"Never-married","Sales","Unmarried","Black","Male",0,0,30,"Haiti","<=50K"
"340",45,"Private",261192,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States","<=50K"
"341",26,"Private",94936,"Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
